bin,frequency_hz,magnitude_dbc
0,0.000000000000e+00,-6153.053111372
1,7.812500000000e+04,-87.118849270
2,1.562500000000e+05,-100.561312443
3,2.343750000000e+05,-92.805700697
4,3.125000000000e+05,-99.305725852
5,3.906250000000e+05,-90.830372443
6,4.687500000000e+05,-97.930699785
7,5.468750000000e+05,-105.289757431
8,6.250000000000e+05,-100.579842869
9,7.031250000000e+05,-96.401291653
10,7.812500000000e+05,-92.015238020
11,8.593750000000e+05,-89.837669334
12,9.375000000000e+05,-97.598925265
13,1.015625000000e+06,-90.587743552
14,1.093750000000e+06,-95.520695649
15,1.171875000000e+06,-98.630588344
16,1.250000000000e+06,-101.861074293
17,1.328125000000e+06,-86.318685550
18,1.406250000000e+06,-91.233502191
19,1.484375000000e+06,-91.617666496
20,1.562500000000e+06,-104.841991897
21,1.640625000000e+06,-91.451470208
22,1.718750000000e+06,-93.344984704
23,1.796875000000e+06,-96.660816647
24,1.875000000000e+06,-90.837816503
25,1.953125000000e+06,-84.424720067
26,2.031250000000e+06,-102.990096179
27,2.109375000000e+06,-88.663419116
28,2.187500000000e+06,-93.393164944
29,2.265625000000e+06,-94.642715743
30,2.343750000000e+06,-97.403773834
31,2.421875000000e+06,-92.089947208
32,2.500000000000e+06,-101.861074293
33,2.578125000000e+06,-88.615616444
34,2.656250000000e+06,-97.403773834
35,2.734375000000e+06,-90.799028737
36,2.812500000000e+06,-93.393164944
37,2.890625000000e+06,-88.952879524
38,2.968750000000e+06,-102.990096179
39,3.046875000000e+06,-90.481171829
40,3.125000000000e+06,-90.837816503
41,3.203125000000e+06,-86.063609733
42,3.281250000000e+06,-93.344984704
43,3.359375000000e+06,-87.875903158
44,3.437500000000e+06,-104.841991897
45,3.515625000000e+06,-99.279166643
46,3.593750000000e+06,-91.233502191
47,3.671875000000e+06,-90.110386072
48,3.750000000000e+06,-101.861074293
49,3.828125000000e+06,-97.383532779
50,3.906250000000e+06,-95.520695649
51,3.984375000000e+06,-85.751588521
52,4.062500000000e+06,-97.598925265
53,4.140625000000e+06,-88.741765303
54,4.218750000000e+06,-92.015238020
55,4.296875000000e+06,-93.175908585
56,4.375000000000e+06,-100.579842869
57,4.453125000000e+06,-90.719947702
58,4.531250000000e+06,-97.930699785
59,4.609375000000e+06,0.000000000
60,4.687500000000e+06,-99.305725852
61,4.765625000000e+06,-97.573366356
62,4.843750000000e+06,-100.561312443
63,4.921875000000e+06,-96.402422532
64,5.000000000000e+06,-87.881674206
