index,time_s,out_v,code
91,1.919850000000e-05,2.786130000000e+00,3170
92,1.929850000000e-05,1.178610000000e+00,1341
93,1.939850000000e-05,2.017970000000e+00,2296
94,1.949850000000e-05,1.997750000000e+00,2273
95,1.959850000000e-05,1.197950000000e+00,1363
96,1.969850000000e-05,2.770310000000e+00,3152
97,1.979850000000e-05,5.203120000000e-01,592
98,1.989850000000e-05,3.313480000000e+00,3770
99,1.999850000000e-05,1.441410000000e-01,164
100,2.009850000000e-05,3.498930000000e+00,3981
101,2.019850000000e-05,1.599610000000e-01,182
102,2.029850000000e-05,3.283590000000e+00,3736
103,2.039850000000e-05,5.625000000000e-01,640
104,2.049850000000e-05,2.717580000000e+00,3092
105,2.059850000000e-05,1.256840000000e+00,1430
106,2.069850000000e-05,1.934470000000e+00,2201
107,2.079850000000e-05,2.080370000000e+00,2367
108,2.089850000000e-05,1.120610000000e+00,1275
109,2.099850000000e-05,2.837110000000e+00,3228
110,2.109850000000e-05,4.666990000000e-01,531
111,2.119850000000e-05,3.349510000000e+00,3811
112,2.129850000000e-05,1.274410000000e-01,145
113,2.139850000000e-05,3.495410000000e+00,3977
114,2.149850000000e-05,1.836910000000e-01,209
115,2.159850000000e-05,3.240530000000e+00,3687
116,2.169850000000e-05,6.205080000000e-01,706
117,2.179850000000e-05,2.646390000000e+00,3011
118,2.189850000000e-05,1.336820000000e+00,1521
119,2.199850000000e-05,1.851860000000e+00,2107
120,2.209850000000e-05,2.162110000000e+00,2460
121,2.219850000000e-05,1.045020000000e+00,1189
122,2.229850000000e-05,2.902150000000e+00,3302
123,2.239850000000e-05,4.166020000000e-01,474
124,2.249850000000e-05,3.382030000000e+00,3848
125,2.259850000000e-05,1.151370000000e-01,131
126,2.269850000000e-05,3.487500000000e+00,3968
127,2.279850000000e-05,2.109380000000e-01,240
