case,td,AZ_time_ns_equiv,corner,pointID,statusCode,statusMessage,ENOB_bits,SNR_dB,SFDR_dB,SWITCHESPOWER_uW,COMPOWER_uW,LOGICPOWER_uW,SYNCPOWER_uW,SRPOWER_uW,SRPOWER_error,Power_uW
2026-06-09_NF10_仅采样噪声_电流型KT_C_无FIA_正式对比,28n,4.00,tt,5,3,done,10.181977787454855,63.328532212831504,74.14424667367031,79.355528,140.735903,40.993255,25.012163,,yes,342.964021
2026-06-09_NF10_仅采样噪声_电流型KT_C_无FIA_正式对比,28n,4.00,ff,1,3,done,10.309454226543183,64.11361126390122,77.19520726319307,85.841776,154.449694,43.691119,25.931311,,yes,369.975476
2026-06-09_NF10_仅采样噪声_电流型KT_C_无FIA_正式对比,28n,4.00,ss,4,3,done,10.154092999105295,63.35373758416842,76.40620013355655,74.909414,148.304085,39.234503,24.308941,,yes,341.505282
2026-06-09_NF10_仅采样噪声_电流型KT_C_无FIA_正式对比,28n,4.00,sf,3,3,done,10.298682398041468,64.11053254997213,75.01326726541124,78.833328,158.085599,41.700201,25.034061,,yes,359.729044
2026-06-09_NF10_仅采样噪声_电流型KT_C_无FIA_正式对比,28n,4.00,fs,2,3,done,10.430659068169335,65.16851930966644,75.91391549362734,81.100965,138.651108,40.848010,25.080313,,yes,343.676148
