index,time_s,code,raw_sum_q
0,1.298510000000e-06,1005,72448
1,1.398510000000e-06,2664,178624
2,1.498510000000e-06,1894,129344
3,1.598500000000e-06,1729,118784
4,1.698510000000e-06,2820,188608
5,1.798510000000e-06,869,63744
6,1.898510000000e-06,3563,236160
7,1.998500000000e-06,288,26560
8,2.098500000000e-06,3948,260800
9,2.198510000000e-06,122,15936
10,2.298510000000e-06,3885,256768
11,2.398510000000e-06,411,34432
12,2.498510000000e-06,3388,224960
13,2.598510000000e-06,1087,77696
14,2.698510000000e-06,2573,172800
15,2.798500000000e-06,1989,135424
16,2.898500000000e-06,1636,112832
17,2.998500000000e-06,2905,194048
18,3.098500000000e-06,795,59008
19,3.198510000000e-06,3620,239808
20,3.298510000000e-06,251,24192
21,3.398510000000e-06,3963,261760
22,3.498500000000e-06,131,16512
23,3.598500000000e-06,3853,254720
24,3.698500000000e-06,463,37760
25,3.798500000000e-06,3318,220480
26,3.898500000000e-06,1170,83008
27,3.998510000000e-06,2482,166976
28,4.098510000000e-06,2084,141504
29,4.198510000000e-06,1544,106944
30,4.298500000000e-06,2989,199424
31,4.398500000000e-06,725,54528
32,4.498500000000e-06,3673,243200
33,4.598500000000e-06,219,22144
34,4.698500000000e-06,3972,262336
35,4.798510000000e-06,144,17344
36,4.898510000000e-06,3817,252416
37,4.998510000000e-06,518,41280
38,5.098500000000e-06,3245,215808
39,5.198500000000e-06,1256,88512
40,5.298500000000e-06,2390,161088
41,5.398500000000e-06,2179,147584
42,5.498500000000e-06,1454,101184
43,5.598500000000e-06,3071,204672
44,5.698510000000e-06,657,50176
45,5.798500000000e-06,3722,246336
46,5.898500000000e-06,191,20352
47,5.998500000000e-06,3978,262720
48,6.098500000000e-06,162,18496
49,6.198500000000e-06,3777,249856
50,6.298500000000e-06,578,45120
51,6.398500000000e-06,3169,210944
52,6.498500000000e-06,1343,94080
53,6.598500000000e-06,2296,155072
54,6.698500000000e-06,2273,153600
55,6.798500000000e-06,1364,95424
56,6.898500000000e-06,3151,209792
57,6.998500000000e-06,593,46080
58,7.098500000000e-06,3767,249216
59,7.198500000000e-06,167,18816
60,7.298510000000e-06,3978,262720
61,7.398500000000e-06,184,19904
62,7.498500000000e-06,3733,247040
63,7.598500000000e-06,641,49152
64,7.698500000000e-06,3091,205952
65,7.798510000000e-06,1432,99776
66,7.898500000000e-06,2202,149056
67,7.998510000000e-06,2367,159616
68,8.098500000000e-06,1276,89792
69,8.198500000000e-06,3227,214656
70,8.298510000000e-06,533,42240
71,8.398500000000e-06,3808,251840
72,8.498510000000e-06,148,17600
73,8.598500000000e-06,3974,262464
74,8.698510000000e-06,211,21632
75,8.798500000000e-06,3685,243968
76,8.898500000000e-06,708,53440
77,8.998500000000e-06,3009,200704
78,9.098500000000e-06,1523,105600
79,9.198500000000e-06,2107,142976
80,9.298500000000e-06,2460,165568
81,9.398510000000e-06,1191,84352
82,9.498500000000e-06,3301,219392
83,9.598510000000e-06,476,38592
84,9.698500000000e-06,3845,254208
85,9.798500000000e-06,133,16640
86,9.898500000000e-06,3965,261888
87,9.998500000000e-06,243,23680
88,1.009850000000e-05,3633,240640
89,1.019850000000e-05,778,57920
90,1.029850000000e-05,2926,195392
91,1.039850000000e-05,1614,111424
92,1.049850000000e-05,2012,136896
93,1.059850000000e-05,2552,171456
94,1.069850000000e-05,1107,78976
95,1.079850000000e-05,3371,223872
96,1.089850000000e-05,423,35200
97,1.099850000000e-05,3877,256256
98,1.109850000000e-05,124,16064
99,1.119850000000e-05,3952,261056
100,1.129850000000e-05,279,25984
101,1.139850000000e-05,3578,237120
102,1.149850000000e-05,851,62592
103,1.159850000000e-05,2840,189888
104,1.169850000000e-05,1706,117312
105,1.179850000000e-05,1917,130816
106,1.189850000000e-05,2642,177216
107,1.199850000000e-05,1025,73728
108,1.209850000000e-05,3439,228224
109,1.219850000000e-05,374,32064
110,1.229850000000e-05,3905,258048
111,1.239850000000e-05,118,15680
112,1.249850000000e-05,3934,259904
113,1.259850000000e-05,319,28544
114,1.269850000000e-05,3518,233280
115,1.279850000000e-05,927,67456
116,1.289850000000e-05,2753,184320
117,1.299850000000e-05,1800,123328
118,1.309850000000e-05,1823,124800
119,1.319850000000e-05,2732,182976
120,1.329850000000e-05,945,68608
121,1.339850000000e-05,3503,232320
122,1.349850000000e-05,329,29184
123,1.359850000000e-05,3929,259584
124,1.369850000000e-05,118,15680
125,1.379850000000e-05,3912,258496
126,1.389850000000e-05,363,31360
127,1.399850000000e-05,3455,229248
