seed,valid,calibration_error,nominal_sndr,physical_sndr,calibrated_sndr,oracle_gap_db,cal_gain_db,nominal_enob,physical_enob,calibrated_enob,nominal_sndr_int12,physical_sndr_int12,calibrated_sndr_int12,nominal_enob_int12,physical_enob_int12,calibrated_enob_int12,nominal_sfdr_int12,nominal_sfdr,physical_sfdr,calibrated_sfdr,dnl_peak,dnl_rms,inl_peak,inl_rms,n_missing,n_non_monotonic,n_float_backsteps,worst_float_step_lsb,max_integer_jump,max_float_rollback_lsb,max_integer_rollback_lsb,float_nonmonotonic_input_fraction,integer_nonmonotonic_input_fraction,err_H1C,err_H2C,err_H4C,err_H8C-R,err_H8C-A,err_H16C,err_H32C,ratio_H1C,ratio_H2C,ratio_H4C,ratio_H8C-R,ratio_H8C-A,ratio_H16C,ratio_H32C
10010,True,,67.679,74.638,74.452,0.186,6.773,10.95,12.106,12.075,66.681,71.245,71.154,10.784,11.542,11.527,74.462,74.606,96.148,96.45,0.8452047212379783,0.330498395638523,0.8206191720192401,0.30931994149216874,0,59,73,-0.8381437265543354,1,0.8381437265543354,1,0.00032129397490908657,0.0002624898578832565,0.0756,0.0792,0.0826,0.1192,0.1172,0.3476,0.4341,-0.000101,-0.000106,4.4e-05,0.00017,0.000133,2.7e-05,0.000149
10011,True,,55.723,74.61,74.364,0.246,18.641,8.964,12.101,12.061,55.639,71.198,71.044,8.95,11.535,11.509,61.707,61.783,95.748,96.34,0.73954513130703,0.33428548161290694,0.9073629788409963,0.33804708493432417,0,136,210,-0.8330422945855389,1,0.8330422945855389,1,0.0026967856314459933,0.00045767207226943393,0.4206,0.8571,1.5882,3.2584,3.3191,6.453,12.701,0.000332,0.000297,-0.000115,8.3e-05,0.000155,-0.000332,-0.000152
10012,True,,57.728,74.567,74.015,0.552,16.287,9.297,12.094,12.003,57.611,71.112,70.982,9.277,11.52,11.499,64.142,64.186,97.241,94.54,0.9098607118866571,0.3327324609847975,0.7307505136260681,0.2795924212436989,0,206,279,-0.8402811036548883,1,0.8402811036548883,1,0.0018035472337910963,0.00100115996095141,0.12,0.3848,0.7831,1.5936,1.6589,3.0433,6.0224,0.001661,0.000197,4e-06,-5.4e-05,-0.000157,6.3e-05,0.000123
10013,True,,58.517,74.693,74.458,0.235,15.941,9.428,12.115,12.076,58.398,71.203,71.058,9.408,11.535,11.511,62.892,62.887,97.036,95.619,0.7757820520771126,0.32649470984055196,0.8753958772018019,0.3665232826364615,0,630,753,-0.8473217287846637,1,0.8473217287846637,1,0.002018835829450513,0.0013093604982304698,0.8153,1.5633,3.0902,5.9354,6.0775,11.8918,23.7767,0.000481,-0.000598,0.00072,0.0002,-0.000289,3.8e-05,3.2e-05
10014,True,,59.969,74.598,74.403,0.195,14.434,9.669,12.099,12.067,59.774,71.084,71.06,9.637,11.516,11.512,66.713,66.721,95.717,95.369,0.7131173152322619,0.33391499607016695,0.7065920790848111,0.2736080534261898,0,495,617,-0.8319676457031164,1,0.8319676457031164,1,0.0009843160434423045,0.0006304052815551802,0.5506,1.0796,2.0891,4.0747,3.9157,7.6642,15.3542,1.9e-05,0.000763,-0.000119,0.000223,-7.1e-05,-0.000246,-0.000217
10015,True,,60.288,74.581,74.395,0.186,14.107,9.722,12.096,12.066,60.106,71.214,71.269,9.692,11.537,11.546,64.083,64.095,95.365,95.13,0.7144477497762345,0.32991313789109955,0.7960695389823964,0.33907693662741056,0,259,343,-0.837911934202566,1,0.837911934202566,1,0.0028845064561800514,0.0013068869580673019,0.0622,0.0913,0.0797,0.1362,0.1408,0.0211,0.0564,0.000777,0.000238,0.000265,-8e-06,-0.000247,3.7e-05,-9e-06
10016,True,,68.997,74.559,74.535,0.024,5.538,11.169,12.093,12.089,67.801,71.193,71.114,10.97,11.534,11.521,74.95,74.801,96.45,95.107,0.7641754111815989,0.3299059883400423,0.7368083389099089,0.28764290597200626,0,20,44,-0.2754995020300157,1,0.2754995020300157,1,0.000661723151200235,0.00026787904862993813,0.1714,0.3915,0.5358,1.0511,1.1792,2.1162,4.3138,-0.000573,-0.000968,-5e-06,3.1e-05,-0.00021,1.8e-05,-2.3e-05
10017,True,,67.56,74.848,74.196,0.652,6.636,10.93,12.141,12.033,66.627,71.306,70.903,10.775,11.552,11.485,72.211,72.196,95.064,92.721,0.7974417781901084,0.33257491362366837,0.9384306067931638,0.342081945332833,0,429,517,-0.8345975191837169,1,0.8345975191837169,1,0.002557304712933691,0.002082107382567966,0.3544,0.6557,1.1443,2.1353,2.2123,4.4239,8.7787,0.000426,0.000926,-3.4e-05,2.9e-05,0.000159,-0.000283,0.000129
10018,True,,65.903,74.568,74.468,0.1,8.565,10.655,12.094,12.078,65.187,71.22,71.162,10.536,11.538,11.529,72.962,73.113,95.422,95.628,0.8412645757672004,0.32903398704038195,0.9414904619689783,0.3565757402113522,0,130,150,-0.8389224417678633,1,0.8389224417678633,1,0.0004962202004288107,0.00040379703478981817,0.1331,0.124,0.3656,0.72,0.7075,1.3325,2.6466,-0.000466,0.000136,-0.000303,0.000171,-0.000271,-0.000181,-0.000154
10019,True,,62.691,74.703,74.404,0.299,11.713,10.121,12.117,12.067,62.318,71.253,71.168,10.059,11.544,11.53,69.825,69.905,96.479,96.199,0.7650654273090767,0.3276851129096718,0.7577822666386642,0.28729094252916243,0,136,167,-0.8415985652236486,1,0.8415985652236486,1,0.0011431469685550997,0.0008539223074973053,0.3286,0.6517,1.3086,2.5234,2.4207,4.6894,9.3279,0.001705,0.000659,-0.000571,-0.000356,0.000413,-4.5e-05,-3.1e-05
10020,True,,60.934,74.595,74.565,0.03,13.631,9.83,12.099,12.094,60.693,71.285,71.127,9.789,11.549,11.523,62.955,63.018,95.645,95.267,0.735127608227848,0.3301603915990443,0.7180559207591737,0.2811674930510009,0,247,303,-0.8399017422643738,1,0.8399017422643738,1,0.0005886478814089745,0.0004416593701364001,0.2104,0.3498,0.7119,1.3258,1.2101,2.4942,5.1168,0.001353,-0.000152,-0.000206,-5e-06,0.000214,0.000154,0.000232
10021,True,,58.859,74.764,73.884,0.88,15.025,9.485,12.127,11.981,58.762,71.408,70.836,9.469,11.569,11.474,67.275,67.292,97.254,90.431,0.6964908774835821,0.33640805599543694,0.9305902064847069,0.33513814743830095,0,6,39,-0.23901337474808315,1,0.23901337474808315,1,0.0007267187377705671,4.3028703408741487e-05,0.9411,1.958,3.7744,7.2594,7.2223,14.6338,29.1281,0.000333,-0.001403,0.000458,-4.9e-05,-0.000125,-0.000212,-1.9e-05
10022,True,,59.365,74.711,74.526,0.185,15.161,9.569,12.118,12.087,59.221,71.278,71.175,9.545,11.548,11.531,64.752,64.744,96.557,94.03,0.7342318006178834,0.3327097306048904,0.7868710913202099,0.30261358428121554,0,744,917,-0.8355950482196022,1,0.8355950482196022,1,0.0009100699344207904,0.000542082762165605,0.2644,0.467,0.8302,1.6006,1.4719,3.1106,6.2363,0.001019,0.000574,0.000204,7.2e-05,-0.000165,-0.000159,-7e-06
10023,True,,61.687,74.64,74.308,0.332,12.621,9.955,12.106,12.051,61.374,71.119,71.063,9.903,11.521,11.512,68.115,68.163,96.291,93.457,0.7618054246957857,0.33060519207458255,0.8240217399137091,0.30779549045931964,0,120,174,-0.8389362046928,1,0.8389362046928,1,0.001847599177355517,0.0007270075582787546,0.1839,0.1882,0.3619,0.5793,0.6766,1.4836,2.6514,-0.001417,0.000905,0.000669,0.000295,0.000234,-0.000105,9.4e-05
10024,True,,64.047,74.737,74.516,0.221,10.469,10.347,12.122,12.086,63.642,71.159,71.119,10.279,11.528,11.521,71.436,71.303,96.971,94.875,0.8472628091760377,0.3260456120490823,0.7239117539809496,0.2807561645577038,0,4,9,-0.7735234068550199,1,0.7735234068550199,1,9.822220587200078e-05,1.3050104745102042e-06,0.4018,0.7934,1.5284,2.9913,3.1394,6.0852,11.9889,0.001851,0.000242,0.000571,9.9e-05,-0.000155,2.4e-05,0.000143
10025,True,,63.037,74.452,74.268,0.184,11.231,10.179,12.075,12.045,62.733,71.312,71.138,10.128,11.553,11.525,71.269,71.182,96.255,94.401,0.741876785183293,0.33527191572668047,0.9994334944366662,0.35820353312427566,0,6,44,-0.195203181724537,1,0.195203181724537,1,0.0008671960807281112,0.00012265242573874027,0.5376,0.9455,1.8127,3.3536,3.3331,6.769,13.1641,0.001955,0.00099,0.00071,6.8e-05,0.000174,0.000262,5.7e-05
10026,True,,61.788,74.815,74.555,0.26,12.767,9.971,12.135,12.092,61.487,71.432,71.131,9.921,11.573,11.523,70.188,70.169,95.74,95.623,0.7917406892745473,0.3322270113875827,0.7641882354973456,0.32065172011197934,0,981,1221,-0.8370946510572139,1,0.8370946510572139,1,0.0040179916378493795,0.0023161732787885963,0.0824,0.1543,0.3261,0.5905,0.5829,1.2098,2.0942,-0.000512,2e-06,6.4e-05,-5.6e-05,-0.000293,-2.5e-05,-0.000179
10027,True,,62.211,74.674,74.353,0.321,12.142,10.042,12.112,12.059,61.895,71.32,71.116,9.989,11.555,11.521,67.869,67.869,95.947,93.705,0.7799576569454767,0.3315476541554027,0.8150435183184623,0.292850105210927,0,19,52,-0.4934825617729075,1,0.4934825617729075,1,0.0017259596913626438,0.0006211144780234878,0.156,0.2655,0.4458,0.8104,0.9483,1.6678,3.5055,-0.001517,0.000434,-0.000542,-3.7e-05,0.000125,-9.7e-05,8.4e-05
10028,True,,62.162,74.565,74.06,0.505,11.898,10.033,12.094,12.01,61.874,71.266,71.042,9.986,11.546,11.509,69.37,69.339,95.888,91.394,0.7946089419193672,0.3287812818671146,0.7725440090694218,0.3257375682936557,0,404,571,-0.8444451783648219,1,0.8444451783648219,1,0.002611893005006643,0.0013864637499434477,0.5639,1.0454,2.1878,4.21,4.0592,8.446,16.7281,-0.000226,-1.3e-05,-0.000337,8.2e-05,0.000365,-9.5e-05,-2.6e-05
10029,True,,63.001,74.674,74.547,0.127,11.546,10.173,12.112,12.091,62.672,71.389,71.181,10.118,11.566,11.532,68.08,68.103,96.032,94.237,0.7111241924554319,0.33210329544686235,0.7062545827452542,0.28091000648515574,0,127,179,-0.8375822195948786,1,0.8375822195948786,1,0.0015891972986265604,0.0004068521700164652,0.2024,0.0925,0.2097,0.3756,0.3349,0.4423,0.871,-0.001029,0.000364,3.1e-05,0.000379,-0.000231,-7.1e-05,8.5e-05
10030,True,,64.4,74.787,74.605,0.182,10.205,10.405,12.131,12.1,63.917,71.213,71.125,10.325,11.537,11.522,69.121,69.12,96.947,96.629,0.7621612991583662,0.32718944959103025,0.7075772696655275,0.2832164410789144,0,371,461,-0.8437200074849898,1,0.8437200074849898,1,0.0018279234065666228,0.0003744264953619305,0.5289,0.9638,1.9067,3.7597,3.6829,7.4188,14.6337,-0.000876,-0.000248,7.6e-05,6e-06,0.000351,0.000102,0.000258
10031,True,,62.147,74.629,74.397,0.232,12.25,10.031,12.104,12.066,61.905,71.112,71.069,9.991,11.52,11.513,69.306,69.213,95.791,92.774,0.7039916877291899,0.33154053458768984,0.6923149701445203,0.2734511598771407,0,255,348,-0.835305755675563,1,0.835305755675563,1,0.002831647751346725,0.0007490286066769299,0.197,0.3457,0.9712,1.7607,1.8105,3.4764,6.7774,-0.000967,-0.000422,0.000671,0.000297,0.000399,0.000178,0.000168
10032,True,,64.573,74.573,74.267,0.306,9.694,10.434,12.095,12.044,64.101,71.165,70.969,10.356,11.529,11.497,73.266,73.163,95.894,93.762,0.809516969267515,0.33645725770588114,0.8366257944999572,0.3032715337075533,0,123,152,-0.8323752294686528,1,0.8323752294686528,1,0.0013016048353066084,0.0010028824950610049,0.6132,0.9768,1.8455,3.6689,3.5803,7.1817,14.3884,0.002483,-0.000379,9.6e-05,8.5e-05,1.5e-05,-6.7e-05,-6.8e-05
10033,True,,63.662,74.547,74.416,0.131,10.754,10.283,12.091,12.069,63.217,71.139,71.048,10.209,11.525,11.51,70.592,70.706,95.614,95.567,0.7264847440656377,0.32865460251017564,0.828402559071747,0.3101442057346038,0,251,337,-0.8422547862510328,1,0.8422547862510328,1,0.0016744979961982266,0.0008224176769008381,0.4331,0.7692,1.3701,2.8012,2.9412,5.4769,11.0545,0.001985,-0.000675,0.000235,-0.000189,-0.000491,-3.9e-05,-4.6e-05
10034,True,,61.755,74.58,74.36,0.22,12.605,9.966,12.096,12.06,61.462,71.212,71.03,9.917,11.537,11.507,68.777,68.751,94.896,92.479,0.7391942300863441,0.32635531234003184,0.9707430730591647,0.3742088842144185,0,436,530,-0.8460921345522365,1,0.8460921345522365,1,0.001748092435855338,0.001034626748513222,0.7179,1.3226,2.6383,5.1662,5.1563,10.5229,20.899,-0.001067,8.9e-05,7.5e-05,-0.000139,-0.000111,-0.000292,-0.00021
10035,True,,62.35,74.683,74.443,0.24,12.093,10.065,12.113,12.074,62.032,71.213,71.148,10.012,11.537,11.526,70.757,70.776,95.213,94.154,0.7048021329070489,0.33275029712245874,0.6855851411181522,0.2841544883345099,0,3,8,-0.5499087994708134,1,0.5499087994708134,1,0.0002037651137923765,9.955488662708337e-05,0.5197,0.9504,1.6346,3.169,3.2789,6.4664,12.7097,-0.000338,0.001129,0.000177,-7.2e-05,0.000151,7.7e-05,-5.9e-05
10036,True,,61.011,74.635,74.363,0.272,13.352,9.842,12.105,12.06,60.759,71.162,70.898,9.801,11.528,11.485,63.931,63.957,96.265,89.737,0.7243648767869797,0.3311649600629216,0.723219185742324,0.2830549905739155,0,8,36,-0.6752925299701928,1,0.6752925299701928,1,0.0010110456517580732,9.336531495470618e-05,0.2504,0.4264,0.8694,1.7306,1.7996,3.6158,7.3122,0.000569,2.3e-05,7.1e-05,7.6e-05,6.1e-05,0.000202,0.000273
10037,True,,66.052,74.776,74.558,0.218,8.506,10.68,12.129,12.093,65.441,71.263,71.196,10.578,11.545,11.534,73.951,73.843,95.562,96.067,0.6912832226923786,0.33458889798155955,0.6742552633531588,0.26930714955881513,0,505,635,-0.8312696702187168,1,0.8312696702187168,1,0.001252040561203857,0.000755079818299173,0.6763,1.2542,2.3435,4.3456,4.4261,8.7639,17.3756,0.0021,0.001304,-0.000959,-0.000251,0.000166,0.00011,6e-06
10038,True,,57.332,74.616,74.564,0.052,17.232,9.231,12.102,12.094,57.226,71.137,71.136,9.214,11.524,11.524,62.349,62.336,96.058,95.982,0.7057578300254304,0.32697566207564904,0.8354202704762246,0.3456898725929312,0,14,40,-0.6462711702683919,1,0.6462711702683919,1,0.0009225486167652314,0.0003609710097082792,0.5116,0.9714,2.0198,4.0796,4.0608,7.8863,15.6266,-0.000518,-9.5e-05,-0.000362,-0.000436,1.5e-05,-4.9e-05,-9e-05
10039,True,,63.734,74.701,74.188,0.513,10.454,10.295,12.116,12.031,63.355,71.237,71.016,10.232,11.541,11.504,70.785,70.75,94.935,94.993,0.8662121842780193,0.33181912815024706,0.8259445512372995,0.32669348968484135,0,678,814,-0.8381115627289546,1,0.8381115627289546,1,0.0029467100994253963,0.0023751852444608133,0.0553,0.0545,0.1059,0.2378,0.0963,0.225,0.5532,-4.5e-05,0.000242,-0.000118,0.000197,9.6e-05,6.6e-05,4.7e-05
10040,True,,67.049,74.702,74.161,0.541,7.112,10.845,12.117,12.027,66.277,71.121,70.962,10.717,11.522,11.495,74.012,73.949,95.763,95.894,0.8429219533229331,0.3319573660395137,0.8334778078592818,0.3082292677555624,0,70,109,-0.8377247851290122,1,0.8377247851290122,1,0.002598533329435133,0.0009285820105150123,0.1273,0.2029,0.1524,0.1714,0.1617,0.3524,0.6331,0.001731,-0.001377,0.000415,0.000162,0.000144,6.3e-05,4.5e-05
10041,True,,61.474,74.675,74.534,0.141,13.06,9.919,12.112,12.089,61.241,70.958,71.169,9.881,11.495,11.53,69.74,69.72,97.092,96.991,0.8058186725073611,0.3291610081877919,0.8292137902414912,0.35680883400926217,0,112,190,-0.8424111318618088,1,0.8424111318618088,1,0.0005321249269234166,0.00011821593377806089,0.4151,0.8514,1.4473,2.9314,2.8903,5.7346,11.5114,0.000553,-0.001109,-0.000235,-0.000267,-0.000156,-0.000158,-8.4e-05
10042,True,,64.095,74.737,74.463,0.274,10.368,10.355,12.122,12.077,63.616,71.227,71.147,10.275,11.539,11.526,71.122,71.076,96.964,96.297,0.7080588813788513,0.3337274473948954,0.8928057046650749,0.36039694069826034,0,114,168,-0.8386489553490719,1,0.8386489553490719,1,0.0013012955384905038,0.00028167327101520374,0.1246,0.087,0.2221,0.5761,0.535,0.9778,1.8033,0.000763,0.00025,7.2e-05,-0.000176,-9.6e-05,-1.5e-05,5.9e-05
10043,True,,64.558,74.852,74.425,0.427,9.867,10.431,12.142,12.071,64.038,71.301,70.95,10.345,11.552,11.493,69.444,69.426,96.262,94.572,0.8810643400686431,0.33142793327836473,0.687247872821929,0.2769657136814879,0,1,18,-0.5362018808200446,1,0.5362018808200446,1,0.0009452315564355795,4.058686792755145e-05,0.1561,0.322,0.5919,1.1431,1.0732,2.2643,4.1238,0.001093,-9.7e-05,-3.2e-05,5.9e-05,-0.000148,-0.000392,-0.000208
10044,True,,60.117,74.585,74.298,0.287,14.181,9.694,12.097,12.049,59.941,71.231,71.071,9.665,11.54,11.513,64.26,64.287,95.519,90.562,0.8003670443561521,0.32866134562707616,0.780965128335266,0.3230571723876868,0,267,354,-0.8428069930023412,1,0.8428069930023412,1,0.0024827213425554747,0.0010656772675195717,0.3993,0.8372,1.5238,3.1187,3.2619,6.4408,12.4537,-0.000209,-0.000527,7.6e-05,0.000164,-0.000335,-0.000232,6e-06
10045,True,,60.28,74.776,74.506,0.27,14.226,9.721,12.129,12.084,60.06,71.549,71.32,9.684,11.593,11.555,66.221,66.206,97.568,97.388,0.7516687622586127,0.33397470456769174,0.8594969415747246,0.32764388403868294,0,67,102,-0.8339704205891394,1,0.8339704205891394,1,0.0006030011792674417,0.00029010353051316627,0.381,0.7923,1.2999,2.6295,2.5581,5.1139,10.2392,-0.000547,0.001182,-3.7e-05,0.000167,-0.000169,4.1e-05,-5.7e-05
10046,True,,62.534,74.594,74.337,0.257,11.803,10.095,12.099,12.056,62.264,71.18,71.011,10.051,11.532,11.504,70.286,70.25,96.89,96.836,0.7682361140605882,0.3306832648798061,0.7534403352919725,0.28915366681050986,0,741,895,-0.838409172340107,1,0.838409172340107,1,0.001281221404202466,0.0007636069025939102,0.072,0.059,0.149,0.4696,0.3766,0.7642,1.2835,0.0016,0.000144,-4.1e-05,-0.000365,1.7e-05,-0.000198,-8.6e-05
10047,True,,61.042,74.876,74.495,0.381,13.453,9.848,12.145,12.082,60.805,71.423,71.07,9.808,11.572,11.513,66.389,66.41,97.3,96.386,0.8474228006790758,0.33255353608241084,0.7629479204741854,0.3075877049577233,0,358,441,-0.8362879669930408,1,0.8362879669930408,1,0.001422958090809836,0.000521899508649192,0.1142,0.3475,0.5656,1.1745,1.097,2.1563,4.2741,-0.001015,0.000433,-4.7e-05,5.2e-05,-9.5e-05,-0.000124,-0.000172
10048,True,,59.543,74.678,73.989,0.689,14.446,9.599,12.113,11.998,59.368,71.275,71.07,9.569,11.547,11.513,69.24,69.198,95.714,93.545,0.8289827997970651,0.3343986575832051,0.9937616144894845,0.36851359473650036,0,117,175,-0.8328887451730225,1,0.8328887451730225,1,0.0032146658216330904,0.001775060846475858,0.4776,0.7741,1.5782,3.3143,3.4033,6.5655,13.0002,0.001099,-0.000282,-0.000418,9.9e-05,-8e-06,5.3e-05,5.3e-05
10049,True,,58.413,74.868,74.389,0.479,15.976,9.411,12.144,12.065,58.285,71.245,70.975,9.389,11.542,11.498,62.294,62.313,96.685,92.933,0.8008468559550657,0.3316461223485078,0.8281459678049468,0.3227764015773531,0,183,242,-0.8378252125194194,1,0.8378252125194194,1,0.0010685511096013359,0.0005040361286039515,0.0656,0.1773,0.1189,0.1812,0.0702,0.1476,0.304,-0.001157,0.000705,-6.3e-05,-0.000233,-0.000123,-0.000124,-0.000158
10050,True,,57.904,74.673,74.424,0.249,16.52,9.326,12.112,12.07,57.785,71.283,71.059,9.306,11.549,11.511,64.931,65.006,96.038,94.568,0.7458212407769949,0.32839167827150184,0.7119820679766073,0.27480667414819704,0,6,31,-0.4654459446760484,1,0.4654459446760484,1,0.0012208030742985752,0.0002703332200479564,0.4158,0.6316,1.3054,2.6094,2.6989,5.4011,10.6344,0.001017,0.00037,0.00025,0.000143,2.3e-05,-6e-06,0.000128
10051,True,,60.612,74.67,74.588,0.082,13.976,9.776,12.111,12.098,60.426,71.17,71.198,9.745,11.53,11.535,68.56,68.546,94.023,93.541,0.7304922653015014,0.3302583596492782,0.7670897736591369,0.2883423144727478,0,1,4,-0.1788470415140182,1,0.1788470415140182,1,8.424629415203222e-05,2.1061573538011524e-05,0.2356,0.354,0.7209,1.4815,1.4709,2.7659,5.4479,0.00075,0.000124,-0.000233,-0.000294,-0.000267,1e-06,-7.2e-05
10052,True,,58.725,74.728,74.118,0.61,15.393,9.463,12.121,12.02,58.656,71.303,71.0,9.451,11.552,11.502,64.232,64.271,96.592,92.047,0.8009364848230835,0.33424324187850396,0.976291806893279,0.37164043045712747,0,118,160,-0.8309072909676161,1,0.8309072909676161,1,0.0018618309759843837,0.0012695830521368004,0.6969,1.1518,2.3386,4.5763,4.548,9.0549,17.9739,-0.001145,6.1e-05,7.4e-05,-3.7e-05,-5.8e-05,-0.00017,-0.000183
10053,True,,63.442,74.692,74.58,0.112,11.138,10.246,12.115,12.096,63.014,71.243,71.14,10.175,11.542,11.525,73.154,73.099,95.75,95.473,0.772191550146721,0.33192148956643824,0.800402697478547,0.3345670867945704,0,14,45,-0.40521226601458693,1,0.40521226601458693,1,0.0008591774330907743,0.00027681192036571513,0.1466,0.252,0.4609,0.9065,0.8813,1.7788,3.4159,0.000446,-0.000243,-7.8e-05,-8.9e-05,-0.000193,-0.000116,-0.000183
10054,True,,58.986,74.565,74.275,0.29,15.289,9.506,12.094,12.046,58.853,71.199,71.054,9.484,11.535,11.511,62.928,62.921,95.178,93.125,0.7619424874983338,0.3280018254496513,0.8230122908426556,0.3177447752749797,0,374,502,-0.8441364716286444,1,0.8441364716286444,1,0.004101045537268514,0.0011716036986167827,0.5611,0.9959,2.0047,3.9128,4.0741,8.0436,15.7322,-0.001076,-0.000165,0.000305,0.000141,-0.000131,-0.00013,-6.1e-05
