,,Parameter,,,,,,tt_0,tt_1,tt_2,ff_0,ff_1,ff_2,ss_0,ss_1,ss_2,sf_0,sf_1,sf_2,fs_0,fs_1,fs_2
,,rf018.scs,,,,,,tt_mim,tt_mim,tt_mim,ff_res,ff_res,ff_res,ss_res,ss_res,ss_res,ss_mim,ss_mim,ss_mim,ss_mim,ss_mim,ss_mim
,,rf018.scs,,,,,,tt_res,tt_res,tt_res,ff_mim,ff_mim,ff_mim,ss_mim,ss_mim,ss_mim,tt_res,tt_res,tt_res,tt_res,tt_res,tt_res
,,rf018.scs,,,,,,tt,tt,tt,ff,ff,ff,ss,ss,ss,sf,sf,sf,fs,fs,fs
,,temperature,,,,,,-40,27,85,-40,27,85,-40,27,85,-40,27,85,-40,27,85

Point,Test,Output,Spec,Weight,Pass/Fail,Min,Max,tt_0,tt_1,tt_2,ff_0,ff_1,ff_2,ss_0,ss_1,ss_2,sf_0,sf_1,sf_2,fs_0,fs_1,fs_2
Parameters: td=24.05n,,,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I15/DVDD,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I21/PCLK,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/CCLK,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,ENOB,,,,11.14,11.84,11.84,11.48,11.42,11.71,11.47,11.14,11.63,11.56,11.4,11.78,11.66,11.32,11.69,11.48,11.44
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,SNR,,,,69.87,73.11,73.11,71.41,70.53,72.11,70.72,69.87,72.48,71.87,70.8,72.88,71.75,70.21,71.93,71.24,71.29
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,SFDR,,,,76.14,85.73,85.05,79.99,82,83.99,81.75,76.14,82.85,80.17,81.81,85.51,81.98,80.88,85.73,81.12,79.46
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/CLKAZ,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/CLKAZB,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,LOGICPOWER,,,,38.35e-6,46.01e-6,40.12e-6,41.43e-6,42.65e-6,42.68e-6,44.19e-6,46.01e-6,38.35e-6,39.6e-6,40.74e-6,40.95e-6,42.41e-6,43.83e-6,39.64e-6,41.02e-6,42.5e-6
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,SYNCPOWER,,,,13.97e-6,15.62e-6,14.28e-6,14.66e-6,14.98e-6,14.78e-6,15.22e-6,15.62e-6,13.97e-6,14.32e-6,14.61e-6,14.2e-6,14.59e-6,14.9e-6,14.4e-6,14.82e-6,15.18e-6
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I21/DGND,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/V31/PLUS,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/V34/PLUS,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/V28/PLUS,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/V29/PLUS,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/V30/PLUS,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/CLKFIA,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/CLKFIAB,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,SRPOWER,,,,11.53e-6,13.47e-6,11.94e-6,12.51e-6,12.98e-6,12.25e-6,12.88e-6,13.47e-6,11.53e-6,12.07e-6,12.46e-6,11.91e-6,12.51e-6,13.03e-6,11.84e-6,12.4e-6,12.84e-6
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,Power,,,,-395.5e-6,-284.4e-6,-323.4e-6,-330.5e-6,-335e-6,-382.9e-6,-390.2e-6,-395.5e-6,-284.4e-6,-291.7e-6,-296.7e-6,-339.3e-6,-344.6e-6,-348e-6,-316.3e-6,-325.6e-6,-332.4e-6
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/VOP1,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/VON1,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/V2,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/V1,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/V28/PLUS,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/net17,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/DN,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/DP,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/I28/CLKB,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/P,,,,,,,,,,,,,,,,,,,,
2,12bit_50M_SAR_test_12bit50MSAR_AMS_final_1,/N,,,,,,,,,,,,,,,,,,,,

