bin,frequency_hz,magnitude_dbc
0,0.000000000000e+00,-6153.053111372
1,7.812500000000e+04,-84.413438345
2,1.562500000000e+05,-97.285221388
3,2.343750000000e+05,-99.012864841
4,3.125000000000e+05,-99.700359911
5,3.906250000000e+05,-86.291603498
6,4.687500000000e+05,-98.581298104
7,5.468750000000e+05,-92.012989988
8,6.250000000000e+05,-92.949202700
9,7.031250000000e+05,-89.202946826
10,7.812500000000e+05,-90.488616044
11,8.593750000000e+05,-96.793615013
12,9.375000000000e+05,-103.627437767
13,1.015625000000e+06,-85.772835449
14,1.093750000000e+06,-97.158379600
15,1.171875000000e+06,-85.661402277
16,1.250000000000e+06,-101.173927759
17,1.328125000000e+06,-87.660619247
18,1.406250000000e+06,-101.960354977
19,1.484375000000e+06,-86.059229983
20,1.562500000000e+06,-91.759624120
21,1.640625000000e+06,-84.059264824
22,1.718750000000e+06,-102.830705763
23,1.796875000000e+06,-87.472715833
24,1.875000000000e+06,-91.973341207
25,1.953125000000e+06,-91.786126376
26,2.031250000000e+06,-95.562595600
27,2.109375000000e+06,-92.772564241
28,2.187500000000e+06,-95.596203138
29,2.265625000000e+06,-100.826507686
30,2.343750000000e+06,-90.872161096
31,2.421875000000e+06,-89.422480615
32,2.500000000000e+06,-95.841020927
33,2.578125000000e+06,-83.719832416
34,2.656250000000e+06,-97.906058288
35,2.734375000000e+06,-94.578801634
36,2.812500000000e+06,-94.129007439
37,2.890625000000e+06,-90.997053465
38,2.968750000000e+06,-97.630722725
39,3.046875000000e+06,-95.545160531
40,3.125000000000e+06,-91.102204472
41,3.203125000000e+06,-93.546165873
42,3.281250000000e+06,-91.398431715
43,3.359375000000e+06,-93.906308473
44,3.437500000000e+06,-97.106919459
45,3.515625000000e+06,-87.528108715
46,3.593750000000e+06,-100.119042674
47,3.671875000000e+06,-82.946365497
48,3.750000000000e+06,-93.518414052
49,3.828125000000e+06,-89.920891277
50,3.906250000000e+06,-88.262326747
51,3.984375000000e+06,-100.099822212
52,4.062500000000e+06,-98.623257007
53,4.140625000000e+06,-91.754219940
54,4.218750000000e+06,-92.412497153
55,4.296875000000e+06,-94.890259059
56,4.375000000000e+06,-97.781856686
57,4.453125000000e+06,-90.477430477
58,4.531250000000e+06,-95.324370842
59,4.609375000000e+06,0.000000000
60,4.687500000000e+06,-95.639100873
61,4.765625000000e+06,-97.443928665
62,4.843750000000e+06,-99.413960531
63,4.921875000000e+06,-89.518896913
64,5.000000000000e+06,-95.841020927
