bin,frequency_hz,magnitude_dbc
0,0.000000000000e+00,-6153.053111372
1,7.812500000000e+04,-85.871757006
2,1.562500000000e+05,-99.273076595
3,2.343750000000e+05,-83.076445131
4,3.125000000000e+05,-95.502279849
5,3.906250000000e+05,-86.102966202
6,4.687500000000e+05,-91.776204917
7,5.468750000000e+05,-89.981878071
8,6.250000000000e+05,-96.634039360
9,7.031250000000e+05,-104.953550809
10,7.812500000000e+05,-101.846192255
11,8.593750000000e+05,-82.233132235
12,9.375000000000e+05,-90.325805647
13,1.015625000000e+06,-89.382743263
14,1.093750000000e+06,-95.852894124
15,1.171875000000e+06,-86.485092121
16,1.250000000000e+06,-96.583519985
17,1.328125000000e+06,-96.119665625
18,1.406250000000e+06,-93.212220683
19,1.484375000000e+06,-84.870300087
20,1.562500000000e+06,-97.975800292
21,1.640625000000e+06,-82.338389477
22,1.718750000000e+06,-94.706010442
23,1.796875000000e+06,-92.402954541
24,1.875000000000e+06,-94.445782419
25,1.953125000000e+06,-86.248133452
26,2.031250000000e+06,-101.766536004
27,2.109375000000e+06,-94.707485884
28,2.187500000000e+06,-90.164851579
29,2.265625000000e+06,-98.303992252
30,2.343750000000e+06,-89.027357996
31,2.421875000000e+06,-86.728989050
32,2.500000000000e+06,-101.825073094
33,2.578125000000e+06,-88.910518108
34,2.656250000000e+06,-104.994578993
35,2.734375000000e+06,-88.796169952
36,2.812500000000e+06,-93.331564395
37,2.890625000000e+06,-88.728391881
38,2.968750000000e+06,-99.940528331
39,3.046875000000e+06,-82.629396252
40,3.125000000000e+06,-92.515209229
41,3.203125000000e+06,-83.940387834
42,3.281250000000e+06,-95.201363281
43,3.359375000000e+06,-84.863484628
44,3.437500000000e+06,-110.750227799
45,3.515625000000e+06,-91.705630361
46,3.593750000000e+06,-100.787664542
47,3.671875000000e+06,-86.719556817
48,3.750000000000e+06,-90.164665402
49,3.828125000000e+06,-94.725046651
50,3.906250000000e+06,-94.209913210
51,3.984375000000e+06,-92.844748257
52,4.062500000000e+06,-90.468700889
53,4.140625000000e+06,-94.287117427
54,4.218750000000e+06,-104.505557333
55,4.296875000000e+06,-95.464870733
56,4.375000000000e+06,-91.533054812
57,4.453125000000e+06,-92.940395863
58,4.531250000000e+06,-95.072267611
59,4.609375000000e+06,0.000000000
60,4.687500000000e+06,-89.881733361
61,4.765625000000e+06,-101.723271158
62,4.843750000000e+06,-91.135202283
63,4.921875000000e+06,-92.673901678
64,5.000000000000e+06,-101.825073094
