seed,valid,calibration_error,nominal_sndr,physical_sndr,calibrated_sndr,oracle_gap_db,cal_gain_db,nominal_enob,physical_enob,calibrated_enob,nominal_sndr_int12,physical_sndr_int12,calibrated_sndr_int12,nominal_enob_int12,physical_enob_int12,calibrated_enob_int12,nominal_sfdr_int12,nominal_sfdr,physical_sfdr,calibrated_sfdr,dnl_peak,dnl_rms,inl_peak,inl_rms,n_missing,n_non_monotonic,n_float_backsteps,worst_float_step_lsb,max_integer_jump,max_float_rollback_lsb,max_integer_rollback_lsb,float_nonmonotonic_input_fraction,integer_nonmonotonic_input_fraction,err_H1C,err_H2C,err_H4C,err_H8C-R,err_H8C-A,err_H16C,err_H32C,ratio_H1C,ratio_H2C,ratio_H4C,ratio_H8C-R,ratio_H8C-A,ratio_H16C,ratio_H32C
10026,True,,61.788,74.815,72.881,1.934,11.093,9.971,12.135,11.814,61.487,71.432,70.287,9.921,11.573,11.383,70.188,70.169,95.74,84.069,1.0325314059099062,0.3312730890866244,1.0304270767096557,0.35435807380549095,0,999,1211,-0.8380660015350259,1,0.8380660015350259,1,0.0034612577177175613,0.0025751767294390077,0.1996,0.7949,0.2794,0.5853,0.2234,0.1261,0.1597,-0.00271,-0.005658,-0.000739,-0.000783,-0.000108,0.000284,0.000233
10027,True,,62.211,74.674,72.666,2.008,10.455,10.042,12.112,11.778,61.895,71.32,70.228,9.989,11.555,11.373,67.869,67.869,95.947,88.582,0.7795980451936866,0.33831924300124744,1.227182575541389,0.4210128128882773,0,0,1,-0.4163701067614056,1,0.4163701067614056,0,8.400775293315374e-06,0.0,0.9241,1.1224,2.0888,3.4091,3.399,7.3982,13.8661,0.007392,-0.003748,0.001592,-0.000604,0.000149,5.6e-05,0.000131
10028,True,,62.162,74.565,72.922,1.643,10.76,10.033,12.094,11.821,61.874,71.266,70.389,9.986,11.546,11.4,69.37,69.339,95.888,88.328,0.7870200633715299,0.32819946338445816,1.034448485178816,0.33765889411769323,0,440,552,-0.846249225046904,1,0.846249225046904,1,0.0019392043242243786,0.0014692416251089265,1.3351,1.7797,3.1164,5.46,5.3268,11.2781,21.9351,-0.010307,-0.003365,0.001103,0.000392,-6.6e-05,-0.000587,0.000457
10029,True,,63.001,74.674,73.035,1.639,10.034,10.173,12.112,11.84,62.672,71.389,70.475,10.118,11.566,11.414,68.08,68.103,96.032,86.903,1.146958995660854,0.3308016905892406,1.026830050026507,0.35148268006403344,0,135,169,-0.8411214953271156,1,0.8411214953271156,1,0.0010751582165312915,0.0006349474585107876,0.4226,0.6419,1.5032,2.1009,2.1612,4.5812,8.4093,0.001247,-0.000969,-0.00181,-0.000127,-2e-06,0.000506,-0.000143
10030,True,,64.4,74.787,72.135,2.652,7.735,10.405,12.131,11.69,63.917,71.213,69.887,10.325,11.537,11.317,69.121,69.12,96.947,83.406,0.901079690431507,0.32873203397927137,1.0003838157335938,0.36212700002671955,0,374,439,-0.8435906679715117,1,0.8435906679715117,1,0.0003616399991193709,0.00029517769888731205,0.9196,1.4896,1.7478,4.2992,3.3431,7.6792,14.2899,-0.00714,0.00379,7.2e-05,0.000199,0.000572,-3e-06,0.000177
10031,True,,62.147,74.629,73.708,0.921,11.561,10.031,12.104,11.952,61.905,71.112,70.738,9.991,11.52,11.458,69.306,69.213,95.791,86.411,0.895260234029599,0.334361926635027,0.8637686074413861,0.3098625876353318,0,240,292,-0.8343520782400446,1,0.8343520782400446,1,0.0003571997353019939,0.00029358882353611106,0.7837,0.5057,1.3227,2.5926,2.4321,4.7225,9.3868,0.007537,-0.000302,0.000883,4e-05,-0.000648,0.00029,0.000204
10032,True,,64.573,74.573,72.643,1.93,8.07,10.434,12.095,11.775,64.101,71.165,70.066,10.356,11.529,11.347,73.266,73.163,95.894,85.866,1.134217359843349,0.3355726067239184,0.9931711226763986,0.3433161867740259,0,120,151,-0.834012219959277,1,0.834012219959277,1,0.0012974384993269916,0.0009240946143594436,0.3632,0.8831,1.6403,2.4264,3.0646,5.4435,10.1853,0.000538,-0.002041,0.001174,-0.001043,0.000836,0.000166,-0.000185
10033,True,,63.662,74.547,72.395,2.152,8.733,10.283,12.091,11.733,63.217,71.139,70.012,10.209,11.525,11.338,70.592,70.706,95.614,82.605,1.0461482288162136,0.3294765664834481,0.9743689673923127,0.3323722215148594,0,247,302,-0.8430696381701637,1,0.8430696381701637,1,0.0013793640775775716,0.0010008507288075165,0.3618,1.0153,2.163,4.0564,3.4353,6.8703,13.7244,0.000514,-0.001648,0.000934,0.000672,0.001401,-0.000545,-0.000511
10034,True,,61.755,74.58,72.397,2.183,10.642,9.966,12.096,11.734,61.462,71.212,69.89,9.917,11.537,11.317,68.777,68.751,94.896,82.87,1.0527593276549507,0.33305380699546894,1.0159548431817176,0.3451643626735843,0,410,505,-0.84485248607416,1,0.84485248607416,1,0.0007767286239891942,0.0005919655302634573,0.8273,1.4502,2.8445,4.6429,4.1578,8.7492,17.6178,-0.004047,-0.002747,-0.002457,-0.000227,0.000647,0.000341,-2.4e-05
10035,True,,62.35,74.683,70.491,4.192,8.141,10.065,12.113,11.417,62.032,71.213,68.957,10.012,11.537,11.162,70.757,70.776,95.213,79.991,1.1828490879196347,0.33627446021419644,1.4197894976555645,0.47556103595488397,0,0,0,0.0,1,0.0,0,0.0,0.0,0.3353,0.2217,1.4744,1.253,1.0172,2.5055,5.4832,0.00267,-0.002716,0.003172,-0.000132,-0.000457,-1.5e-05,-0.000289
10036,True,,61.011,74.635,73.855,0.78,12.844,9.842,12.105,11.976,60.759,71.162,70.813,9.801,11.528,11.471,63.931,63.957,96.265,89.161,0.905203483832465,0.3341474153644993,0.9126702187931335,0.3610239932314052,0,5,10,-0.41777188328933335,1,0.41777188328933335,1,0.00036310044464766406,0.0001815502223238008,0.6332,0.692,1.1714,1.8062,1.7683,2.9163,6.3353,0.006876,-0.002073,0.000233,0.000258,0.000251,0.000215,4.6e-05
10037,True,,66.052,74.776,72.653,2.123,6.601,10.68,12.129,11.776,65.441,71.263,70.195,10.578,11.545,11.368,73.951,73.843,95.562,82.391,0.9417486725811279,0.3396633645784572,1.2901180484587813,0.455827747136439,0,481,584,-0.8272727272728844,1,0.8272727272728844,1,0.0008452381907794148,0.0006961636468579337,1.4195,1.5628,3.9842,7.0214,6.9691,14.4708,27.985,-0.002104,-0.001107,-0.001882,-0.000206,0.000301,0.000693,0.00034
10038,True,,57.332,74.616,73.658,0.958,16.326,9.231,12.102,11.943,57.226,71.137,70.736,9.214,11.524,11.458,62.349,62.336,96.058,88.18,0.9489789797857209,0.32808178843354774,0.9679399798177564,0.3745752820677223,0,6,22,-0.4227751393764265,1,0.4227751393764265,1,0.0006153474794583988,0.00014089783017702529,0.9426,1.6862,2.8001,4.9859,4.9203,9.9619,19.6099,0.000669,-0.003593,0.000874,-0.000243,-0.000104,-0.000205,-0.00012
10039,True,,63.734,74.701,73.345,1.356,9.611,10.295,12.116,11.891,63.355,71.237,70.53,10.232,11.541,11.424,70.785,70.75,94.935,86.367,0.8665925705651869,0.33172398745501824,1.0737000403290455,0.38446637375807863,0,690,810,-0.8393973557449499,1,0.8393973557449499,1,0.00279360302116563,0.0023890180571645727,0.0918,0.4225,0.8968,1.3508,1.0397,2.1626,3.9673,0.000371,-0.001406,0.001609,-0.00079,0.001103,-0.000251,-1.7e-05
10040,True,,67.049,74.702,73.405,1.297,6.356,10.845,12.117,11.901,66.277,71.121,70.539,10.717,11.522,11.425,74.012,73.949,95.763,85.453,0.8587490884849146,0.33286319884026516,1.1440866960347227,0.38988041888314995,0,72,100,-0.8380231249361714,1,0.8380231249361714,1,0.0019596536067475515,0.0010981305336880283,0.4948,0.551,0.7686,0.5708,0.4472,0.4829,0.5393,-0.006135,0.001115,0.001673,-0.000859,-0.000608,0.000655,0.000107
10041,True,,61.474,74.675,72.637,2.038,11.163,9.919,12.112,11.774,61.241,70.958,70.149,9.881,11.495,11.36,69.74,69.72,97.092,82.501,1.100873599446722,0.330912716765256,1.0474326384627763,0.36803796934889876,0,126,149,-0.8414671735336015,1,0.8414671735336015,1,0.00020773257247098907,0.00015585425115674186,0.2808,1.073,1.0937,2.3216,2.7028,4.7619,8.8786,-0.000287,0.00144,0.000384,0.00117,-0.000889,-0.000554,-0.000195
10042,True,,64.095,74.737,72.758,1.979,8.663,10.355,12.122,11.794,63.616,71.227,70.237,10.275,11.539,11.375,71.122,71.076,96.964,84.794,0.9967059982351469,0.33270329698478035,1.040064573359476,0.35606125724712223,0,117,147,-0.8386237968466048,1,0.8386237968466048,1,0.0007952878615614156,0.0005457385459884114,0.2574,0.2662,0.394,0.8339,0.8396,0.9674,1.9072,0.001279,0.002257,-0.000752,7e-05,-0.000847,0.000313,-4e-06
10043,True,,64.558,74.852,72.787,2.065,8.229,10.431,12.142,11.798,64.038,71.301,70.193,10.345,11.552,11.368,69.444,69.426,96.262,82.907,0.7672821113217274,0.3341558422527952,1.1895394297811102,0.4092626963928806,0,0,0,0.0,1,0.0,0,0.0,0.0,0.3904,0.0837,1.0958,1.2844,0.6278,1.5729,2.1823,-0.002976,0.001287,0.001793,-0.001373,-3.6e-05,-0.000443,4e-06
10044,True,,60.117,74.585,73.361,1.224,13.244,9.694,12.097,11.894,59.941,71.231,70.584,9.665,11.54,11.432,64.26,64.287,95.519,87.435,1.0222146971437311,0.331512358038084,0.9058709181365856,0.37821839070878127,0,260,318,-0.8415104032883391,1,0.8415104032883391,1,0.0014512408967175539,0.0009541699425508842,0.3833,0.5663,1.2621,2.6929,2.6134,4.7238,9.6979,0.003015,0.000251,-0.000401,0.000684,-0.000576,0.000118,-0.00024
10045,True,,60.28,74.776,70.091,4.685,9.811,9.721,12.129,11.351,60.06,71.549,68.631,9.684,11.593,11.108,66.221,66.206,97.568,77.797,1.257833718733429,0.33740188006103694,1.3427385435979922,0.44425585444651394,0,61,72,-0.8388814913450915,1,0.8388814913450915,1,0.00024592006870851994,0.00020834894710009466,0.619,0.3927,0.6532,0.8315,1.1995,1.6947,2.8056,-0.001353,0.002203,-0.000495,-0.000219,-0.000908,-0.000252,2.1e-05
10046,True,,62.534,74.594,71.772,2.822,9.238,10.095,12.099,11.63,62.264,71.18,69.836,10.051,11.532,11.308,70.286,70.25,96.89,82.787,1.0523243318884181,0.33330180253100755,1.082096517651403,0.35791780739127865,0,737,887,-0.8414671735336015,1,0.8414671735336015,1,0.001209552812867252,0.0007888381371894332,0.4929,1.0139,1.7662,2.368,2.0034,4.6392,9.0842,-0.000664,-0.003494,-0.000402,-0.000286,0.000396,-0.000172,-9.4e-05
10047,True,,61.042,74.876,72.576,2.3,11.534,9.848,12.145,11.764,60.805,71.423,70.135,9.808,11.572,11.358,66.389,66.41,97.3,82.964,0.847422800677434,0.3321458138211182,1.0671070443178572,0.3555984122280334,0,360,431,-0.8380231249361714,1,0.8380231249361714,1,0.0007102756749855452,0.00045953257240140613,0.2214,0.5116,0.2235,0.2331,0.4783,0.711,0.5089,-0.003497,0.003584,-0.001031,0.00023,-0.000817,0.00046,-0.000442
10048,True,,59.543,74.678,73.1,1.578,13.557,9.599,12.113,11.851,59.368,71.275,70.336,9.569,11.547,11.391,69.24,69.198,95.714,85.933,0.8719196171656627,0.3350855593130782,0.989377338125079,0.3308985305311238,0,110,131,-0.8332485502087366,1,0.8332485502087366,1,0.0019622230011073767,0.001647668168868328,0.9401,0.8132,1.8265,3.5018,3.1436,5.9209,12.008,-0.007215,0.000489,0.00123,-8.5e-05,0.000374,-0.000143,7.7e-05
10049,True,,58.413,74.868,74.356,0.512,15.943,9.411,12.144,12.059,58.285,71.245,71.011,9.389,11.542,11.503,62.294,62.313,96.685,95.595,0.8008468559550657,0.33227954476702015,0.8629162532255409,0.31231932166308357,0,189,236,-0.8364824839140965,1,0.8364824839140965,1,0.0007450111303332965,0.0005247712993659806,0.5755,0.2973,0.4197,0.8765,1.4088,2.0423,4.1087,-0.00235,0.00039,-0.000376,-0.000459,0.000778,7.3e-05,-0.000227
10050,True,,57.904,74.673,73.594,1.079,15.69,9.326,12.112,11.933,57.785,71.283,70.664,9.306,11.549,11.446,64.931,65.006,96.038,84.587,0.7944935439962597,0.3295070055719561,1.019586907862267,0.3557658425896744,0,9,22,-0.4207768187425245,1,0.4207768187425245,1,0.0009264623148905419,0.000381369692685353,0.3767,0.6785,1.5867,2.4245,2.1311,5.2484,9.3024,0.004847,-0.00088,0.000735,9.5e-05,0.00015,5.6e-05,2.9e-05
10051,True,,60.612,74.67,73.871,0.799,13.259,9.776,12.111,11.979,60.426,71.17,70.694,9.745,11.53,11.451,68.56,68.546,94.023,88.407,0.9844656886799461,0.3286785731065043,0.6691190019443808,0.26967984558658104,0,0,0,0.0,1,0.0,0,0.0,0.0,0.7122,0.948,2.0687,3.759,3.5451,6.7268,13.503,0.005059,-0.001124,0.000279,7.2e-05,-0.00066,-0.00017,-0.000313
10052,True,,58.725,74.728,72.687,2.041,13.962,9.463,12.121,11.782,58.656,71.303,70.152,9.451,11.552,11.361,64.232,64.271,96.592,86.043,1.120627404607263,0.33612371870209967,1.0787759440428744,0.37327380064282434,0,116,137,-0.8313032886726432,1,0.8313032886726432,1,0.0014671053534677134,0.0012422205912572366,0.7828,1.004,2.2097,4.3362,4.5005,8.8979,17.5072,-0.003142,-0.004831,-0.001299,-0.000362,-0.000358,0.000435,0.000169
10053,True,,63.442,74.692,74.031,0.661,10.589,10.246,12.115,12.005,63.014,71.243,70.903,10.175,11.542,11.486,73.154,73.099,95.75,89.222,0.9340364025647936,0.331326879371121,0.7862566330823716,0.2929857903575071,0,14,36,-0.4189258312021593,1,0.4189258312021593,1,0.0007118020809406701,0.00027681192036599703,0.1075,0.1777,0.5032,0.8182,0.2398,0.2603,0.2348,0.001632,-9.1e-05,-0.000303,-0.001135,1.4e-05,-0.000243,-3.6e-05
10054,True,,58.986,74.565,73.193,1.372,14.207,9.506,12.094,11.866,58.853,71.199,70.582,9.484,11.535,11.432,62.928,62.921,95.178,83.607,0.9683935239231778,0.32924768492792394,1.0343368103540256,0.3606063459865504,0,367,440,-0.8428527323249,1,0.8428527323249,1,0.0008183965553282438,0.0006429710667015718,0.6784,0.6248,1.8408,3.1628,3.9218,6.5281,12.5415,0.003624,0.001007,-0.001228,0.000248,0.000386,-0.000386,-1.8e-05
10055,True,,63.832,74.681,72.938,1.743,9.106,10.311,12.113,11.824,63.4,71.189,70.412,10.239,11.533,11.404,71.725,71.946,96.133,86.143,0.848781356730222,0.3321068054563385,0.9712870165451177,0.33277665033830145,0,128,162,-0.8375089477453912,1,0.8375089477453912,1,0.001085290148142843,0.0006612068781884182,0.1535,0.1502,0.1588,0.5285,0.2541,1.1767,1.8415,-0.001674,-0.001728,-2.4e-05,-0.000857,-0.000888,-2e-06,0.000243
