index,time_s,code,raw_sum_q
0,1.298510000000e-06,1005,72456
1,1.398510000000e-06,2664,178620
2,1.498510000000e-06,1893,129312
3,1.598500000000e-06,1729,118788
4,1.698510000000e-06,2819,188576
5,1.798510000000e-06,869,63744
6,1.898510000000e-06,3562,236072
7,1.998500000000e-06,287,26528
8,2.098500000000e-06,3947,260736
9,2.198510000000e-06,122,15932
10,2.298510000000e-06,3884,256704
11,2.398510000000e-06,411,34408
12,2.498510000000e-06,3386,224864
13,2.598510000000e-06,1086,77660
14,2.698510000000e-06,2573,172796
15,2.798500000000e-06,1989,135400
16,2.898500000000e-06,1636,112828
17,2.998500000000e-06,2904,194016
18,3.098500000000e-06,795,59008
19,3.198510000000e-06,3619,239772
20,3.298510000000e-06,251,24196
21,3.398510000000e-06,3962,261696
22,3.498500000000e-06,131,16516
23,3.598500000000e-06,3852,254656
24,3.698500000000e-06,463,37736
25,3.798500000000e-06,3317,220420
26,3.898500000000e-06,1170,82980
27,3.998510000000e-06,2481,166920
28,4.098510000000e-06,2083,141468
29,4.198510000000e-06,1544,106940
30,4.298500000000e-06,2989,199400
31,4.398500000000e-06,726,54564
32,4.498500000000e-06,3672,243164
33,4.598500000000e-06,219,22148
34,4.698500000000e-06,3971,262280
35,4.798510000000e-06,144,17348
36,4.898510000000e-06,3817,252388
37,4.998510000000e-06,518,41308
38,5.098500000000e-06,3244,215748
39,5.198500000000e-06,1256,88484
40,5.298500000000e-06,2389,161024
41,5.398500000000e-06,2179,147556
42,5.498500000000e-06,1453,101128
43,5.598500000000e-06,3071,204648
44,5.698510000000e-06,658,50212
45,5.798500000000e-06,3722,246308
46,5.898500000000e-06,191,20356
47,5.998500000000e-06,3977,262664
48,6.098500000000e-06,162,18500
49,6.198500000000e-06,3777,249828
50,6.298500000000e-06,578,45148
51,6.398500000000e-06,3168,210876
52,6.498500000000e-06,1342,94016
53,6.598500000000e-06,2296,155044
54,6.698500000000e-06,2273,153572
55,6.798500000000e-06,1363,95360
56,6.898500000000e-06,3150,209724
57,6.998500000000e-06,593,46108
58,7.098500000000e-06,3767,249188
59,7.198500000000e-06,167,18820
60,7.298510000000e-06,3977,262664
61,7.398500000000e-06,184,19908
62,7.498500000000e-06,3733,247012
63,7.598500000000e-06,642,49188
64,7.698500000000e-06,3090,205884
65,7.798510000000e-06,1431,99720
66,7.898500000000e-06,2202,149028
67,7.998510000000e-06,2366,159552
68,8.098500000000e-06,1276,89764
69,8.198500000000e-06,3226,214596
70,8.298510000000e-06,533,42268
71,8.398500000000e-06,3808,251812
72,8.498510000000e-06,148,17604
73,8.598500000000e-06,3973,262408
74,8.698510000000e-06,211,21636
75,8.798500000000e-06,3684,243932
76,8.898500000000e-06,709,53476
77,8.998500000000e-06,3009,200680
78,9.098500000000e-06,1522,105544
79,9.198500000000e-06,2106,142940
80,9.298500000000e-06,2459,165512
81,9.398510000000e-06,1191,84324
82,9.498500000000e-06,3300,219332
83,9.598510000000e-06,476,38568
84,9.698500000000e-06,3844,254144
85,9.798500000000e-06,133,16644
86,9.898500000000e-06,3964,261824
87,9.998500000000e-06,243,23684
88,1.009850000000e-05,3632,240604
89,1.019850000000e-05,778,57920
90,1.029850000000e-05,2925,195360
91,1.039850000000e-05,1614,111420
92,1.049850000000e-05,2012,136872
93,1.059850000000e-05,2551,171400
94,1.069850000000e-05,1106,78940
95,1.079850000000e-05,3369,223776
96,1.089850000000e-05,423,35176
97,1.099850000000e-05,3876,256192
98,1.109850000000e-05,124,16060
99,1.119850000000e-05,3951,260992
100,1.129850000000e-05,278,25952
101,1.139850000000e-05,3577,237032
102,1.149850000000e-05,851,62592
103,1.159850000000e-05,2839,189856
104,1.169850000000e-05,1706,117316
105,1.179850000000e-05,1916,130784
106,1.189850000000e-05,2642,177212
107,1.199850000000e-05,1024,73692
108,1.209850000000e-05,3437,228128
109,1.219850000000e-05,373,32032
110,1.229850000000e-05,3904,257984
111,1.239850000000e-05,118,15676
112,1.249850000000e-05,3933,259840
113,1.259850000000e-05,318,28512
114,1.269850000000e-05,3517,233192
115,1.279850000000e-05,927,67464
116,1.289850000000e-05,2753,184324
117,1.299850000000e-05,1799,123296
118,1.309850000000e-05,1822,124768
119,1.319850000000e-05,2732,182980
120,1.329850000000e-05,945,68616
121,1.339850000000e-05,3502,232232
122,1.349850000000e-05,328,29152
123,1.359850000000e-05,3928,259520
124,1.369850000000e-05,118,15676
125,1.379850000000e-05,3911,258432
126,1.389850000000e-05,362,31328
127,1.399850000000e-05,3453,229152
