bin,frequency_hz,magnitude_dbc
0,0.000000000000e+00,-6153.053111372
1,7.812500000000e+04,-88.298886373
2,1.562500000000e+05,-96.497495874
3,2.343750000000e+05,-94.295920564
4,3.125000000000e+05,-98.693400921
5,3.906250000000e+05,-97.360210260
6,4.687500000000e+05,-92.723033562
7,5.468750000000e+05,-101.593619874
8,6.250000000000e+05,-95.412283593
9,7.031250000000e+05,-103.600776339
10,7.812500000000e+05,-102.556500347
11,8.593750000000e+05,-88.749914009
12,9.375000000000e+05,-93.995348370
13,1.015625000000e+06,-94.547560200
14,1.093750000000e+06,-95.258374021
15,1.171875000000e+06,-90.074306370
16,1.250000000000e+06,-109.516330708
17,1.328125000000e+06,-91.547327296
18,1.406250000000e+06,-96.320887122
19,1.484375000000e+06,-97.553334194
20,1.562500000000e+06,-96.056102857
21,1.640625000000e+06,-90.601692299
22,1.718750000000e+06,-110.193427858
23,1.796875000000e+06,-96.210574957
24,1.875000000000e+06,-99.858370009
25,1.953125000000e+06,-87.913695979
26,2.031250000000e+06,-98.040983458
27,2.109375000000e+06,-87.792323313
28,2.187500000000e+06,-104.076105096
29,2.265625000000e+06,-92.990940215
30,2.343750000000e+06,-102.374774050
31,2.421875000000e+06,-86.935047800
32,2.500000000000e+06,-101.860817001
33,2.578125000000e+06,-93.768617025
34,2.656250000000e+06,-101.110943602
35,2.734375000000e+06,-91.508039890
36,2.812500000000e+06,-99.546019932
37,2.890625000000e+06,-86.878191470
38,2.968750000000e+06,-107.639705903
39,3.046875000000e+06,-91.959604218
40,3.125000000000e+06,-99.858370009
41,3.203125000000e+06,-85.398836625
42,3.281250000000e+06,-96.260656513
43,3.359375000000e+06,-84.564694880
44,3.437500000000e+06,-103.644088820
45,3.515625000000e+06,-100.407915123
46,3.593750000000e+06,-99.715737238
47,3.671875000000e+06,-89.254719236
48,3.750000000000e+06,-94.205303294
49,3.828125000000e+06,-89.541439725
50,3.906250000000e+06,-98.422975754
51,3.984375000000e+06,-86.256571025
52,4.062500000000e+06,-100.357503525
53,4.140625000000e+06,-89.443190507
54,4.218750000000e+06,-93.185967414
55,4.296875000000e+06,-98.550275475
56,4.375000000000e+06,-95.412283593
57,4.453125000000e+06,-108.439116466
58,4.531250000000e+06,-101.343316659
59,4.609375000000e+06,0.000000000
60,4.687500000000e+06,-93.040219433
61,4.765625000000e+06,-93.429068476
62,4.843750000000e+06,-93.741761806
63,4.921875000000e+06,-91.393627273
64,5.000000000000e+06,-101.860817001
