index,time_s,out_v,code
0,1.298510000000e-06,8.876950000000e-01,1010
1,1.398510000000e-06,2.338770000000e+00,2661
2,1.498510000000e-06,1.665530000000e+00,1895
3,1.598500000000e-06,1.520510000000e+00,1730
4,1.698510000000e-06,2.475000000000e+00,2816
5,1.798510000000e-06,7.690430000000e-01,875
6,1.898510000000e-06,3.124510000000e+00,3555
7,1.998500000000e-06,2.592770000000e-01,295
8,2.098500000000e-06,3.462010000000e+00,3939
9,2.198510000000e-06,1.142580000000e-01,130
10,2.298510000000e-06,3.406640000000e+00,3876
11,2.398510000000e-06,3.673830000000e-01,418
12,2.498510000000e-06,2.971580000000e+00,3381
13,2.598510000000e-06,9.580080000000e-01,1090
14,2.698510000000e-06,2.259670000000e+00,2571
15,2.798500000000e-06,1.748140000000e+00,1989
16,2.898500000000e-06,1.439650000000e+00,1638
17,2.998500000000e-06,2.550590000000e+00,2902
18,3.098500000000e-06,7.040040000000e-01,801
19,3.198510000000e-06,3.174610000000e+00,3612
20,3.298510000000e-06,2.276370000000e-01,259
21,3.398510000000e-06,3.475200000000e+00,3954
22,3.498500000000e-06,1.212890000000e-01,138
23,3.598500000000e-06,3.379390000000e+00,3845
24,3.698500000000e-06,4.130860000000e-01,470
25,3.798500000000e-06,2.910060000000e+00,3311
26,3.898500000000e-06,1.030960000000e+00,1173
27,3.998510000000e-06,2.178810000000e+00,2479
28,4.098510000000e-06,1.830760000000e+00,2083
29,4.198510000000e-06,1.358790000000e+00,1546
30,4.298500000000e-06,2.623540000000e+00,2985
31,4.398500000000e-06,6.424800000000e-01,731
32,4.498500000000e-06,3.221190000000e+00,3665
33,4.598500000000e-06,1.986330000000e-01,226
34,4.698500000000e-06,3.483110000000e+00,3963
35,4.798510000000e-06,1.335940000000e-01,152
36,4.898510000000e-06,3.347750000000e+00,3809
37,4.998510000000e-06,4.614260000000e-01,525
38,5.098500000000e-06,2.845900000000e+00,3238
39,5.198500000000e-06,1.105660000000e+00,1258
40,5.298500000000e-06,2.097950000000e+00,2387
41,5.398500000000e-06,1.913380000000e+00,2177
42,5.498500000000e-06,1.278810000000e+00,1455
43,5.598500000000e-06,2.694730000000e+00,3066
44,5.698510000000e-06,5.835940000000e-01,664
45,5.798500000000e-06,3.264260000000e+00,3714
46,5.898500000000e-06,1.740230000000e-01,198
47,5.998500000000e-06,3.488380000000e+00,3969
48,6.098500000000e-06,1.494140000000e-01,170
49,6.198500000000e-06,3.312600000000e+00,3769
50,6.298500000000e-06,5.141600000000e-01,585
51,6.398500000000e-06,2.779980000000e+00,3163
52,6.498500000000e-06,1.182130000000e+00,1345
53,6.598500000000e-06,2.016210000000e+00,2294
54,6.698500000000e-06,1.996000000000e+00,2271
55,6.798500000000e-06,1.200590000000e+00,1366
56,6.898500000000e-06,2.763280000000e+00,3144
57,6.998500000000e-06,5.273440000000e-01,600
58,7.098500000000e-06,3.303810000000e+00,3759
59,7.198500000000e-06,1.538090000000e-01,175
60,7.298510000000e-06,3.488380000000e+00,3969
61,7.398500000000e-06,1.687500000000e-01,192
62,7.498500000000e-06,3.273930000000e+00,3725
63,7.598500000000e-06,5.695310000000e-01,648
64,7.698500000000e-06,2.711430000000e+00,3085
65,7.798510000000e-06,1.260350000000e+00,1434
66,7.898500000000e-06,1.933590000000e+00,2200
