bin,frequency_hz,magnitude_dbc
0,0.000000000000e+00,-6153.053111372
1,7.812500000000e+04,-86.299967988
2,1.562500000000e+05,-97.793296703
3,2.343750000000e+05,-99.954371657
4,3.125000000000e+05,-95.638368991
5,3.906250000000e+05,-94.271560642
6,4.687500000000e+05,-95.706369867
7,5.468750000000e+05,-104.799132810
8,6.250000000000e+05,-100.440518674
9,7.031250000000e+05,-97.465917821
10,7.812500000000e+05,-91.362539582
11,8.593750000000e+05,-90.560033418
12,9.375000000000e+05,-98.622525125
13,1.015625000000e+06,-96.215054888
14,1.093750000000e+06,-97.529822863
15,1.171875000000e+06,-87.580980277
16,1.250000000000e+06,-101.173195876
17,1.328125000000e+06,-92.036169147
18,1.406250000000e+06,-98.962078670
19,1.484375000000e+06,-92.525229583
20,1.562500000000e+06,-97.106187576
21,1.640625000000e+06,-86.042668490
22,1.718750000000e+06,-104.254886812
23,1.796875000000e+06,-95.507667018
24,1.875000000000e+06,-94.800207200
25,1.953125000000e+06,-88.967742239
26,2.031250000000e+06,-105.448029520
27,2.109375000000e+06,-84.472274668
28,2.187500000000e+06,-94.128275556
29,2.265625000000e+06,-90.856691316
30,2.343750000000e+06,-105.430980833
31,2.421875000000e+06,-91.140988761
32,2.500000000000e+06,-6153.053111372
33,2.578125000000e+06,-87.973436016
34,2.656250000000e+06,-91.815102532
35,2.734375000000e+06,-90.267450775
36,2.812500000000e+06,-95.595471256
37,2.890625000000e+06,-87.513772678
38,2.968750000000e+06,-92.316481339
39,3.046875000000e+06,-101.493191532
40,3.125000000000e+06,-97.210619845
41,3.203125000000e+06,-90.898623351
42,3.281250000000e+06,-109.436849875
43,3.359375000000e+06,-83.521927117
44,3.437500000000e+06,-91.758892238
45,3.515625000000e+06,-93.069471156
46,3.593750000000e+06,-92.967003621
47,3.671875000000e+06,-90.344099945
48,3.750000000000e+06,-93.517682170
49,3.828125000000e+06,-99.379217374
50,3.906250000000e+06,-96.312022317
51,3.984375000000e+06,-85.151965588
52,4.062500000000e+06,-103.626705884
53,4.140625000000e+06,-90.943091000
54,4.218750000000e+06,-95.804500480
55,4.296875000000e+06,-100.543949840
56,4.375000000000e+06,-93.656821030
57,4.453125000000e+06,-99.640968061
58,4.531250000000e+06,-97.999798439
59,4.609375000000e+06,0.000000000
60,4.687500000000e+06,-99.699628028
61,4.765625000000e+06,-93.947055571
62,4.843750000000e+06,-97.232124834
63,4.921875000000e+06,-88.140861642
64,5.000000000000e+06,-6153.053111372
