sample,tone_bin,method,physical_hash,evaluation_seed,sndr_db,enob,sfdr_db,thd_db,time_domain_sndr_db,fft_time_sndr_delta_db,clip_count,pass_enob_strict
1,3641,sublsb3_cal128_12b,D11B119942CA650C2A399F1B8D2D331D3FDA10069F8E3175DA9A669928666CEA,2027425382,71.91286210156477,11.653299352419397,93.2479097000968,-90.0246323707409,71.91286208163044,1.993433329516847e-08,0,1
1,3641,fractional_cancel_cal128_12b,D11B119942CA650C2A399F1B8D2D331D3FDA10069F8E3175DA9A669928666CEA,2027425382,71.94038815240683,11.657871786114091,96.99402642828771,-90.83262862595373,71.9403881628294,-1.0422567697787599e-08,0,1
2,127,current_nominal_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,60.51494602394926,9.759957811287252,70.55188108621881,-64.5298140315552,60.51494602409683,-1.475726207900152e-10,0,0
2,127,current_cal32_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,69.23304637380794,11.208147238174076,83.37552308824826,-79.90318712250976,69.23304637715955,-3.3516158737256774e-09,0,0
2,127,current_cal128_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,68.92156565561214,11.156406255085074,83.16641261107135,-77.70026425590865,68.92156565353856,2.0735768657687004e-09,0,0
2,127,current_cal128_q2,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,71.68196438391276,11.614944249819395,94.17013353995806,-87.19604745342204,71.68196438873981,-4.827057864531525e-09,0,1
2,127,sublsb3_nominal_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,60.502438412599496,9.757880134983306,70.51610469262246,-64.51704695299054,60.50243841303625,-4.367564088170184e-10,0,0
2,127,sublsb3_cal128_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,71.76807323276448,11.629248045309714,94.89714404194379,-90.73381527573788,71.76807323046003,2.304446411471872e-09,0,1
2,127,fractional_cancel_cal128_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028084527,71.8354732586934,11.64044406290588,95.08308120350223,-88.70118849451592,71.83547325192532,6.7680758775168215e-09,0,1
2,3641,current_nominal_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,60.49869176959646,9.757257769035958,70.44381725004655,-64.4711278297053,60.498691769587374,9.087841590371681e-12,0,0
2,3641,current_cal32_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,69.30571384762668,11.220218247114065,83.5956264056384,-80.16742965244072,69.30571384984444,-2.21776019770914e-09,0,0
2,3641,current_cal128_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,68.9748488147801,11.165257278202676,83.70740781795914,-78.13226315191332,68.97484881057983,4.200273906462826e-09,0,0
2,3641,current_cal128_q2,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,71.68555360743896,11.615540466351987,92.900050223395,-88.08584792826426,71.6855535850597,2.237926821635483e-08,0,1
2,3641,sublsb3_nominal_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,60.472782092920774,9.752953836033353,70.4948111003107,-64.43772683778191,60.472782093865696,-9.449223625779268e-10,0,0
2,3641,sublsb3_cal128_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,71.74296468020327,11.625077189402537,93.96477709609833,-90.4662877070814,71.74296467742191,2.7813626957140514e-09,0,1
2,3641,fractional_cancel_cal128_12b,2C88C4FF0336757CDAA9C02378718988CCA4CF8E347DBCCE7F24142E1F2302BA,2028425385,71.90520840899381,11.652027974915915,94.45035313166923,-89.24094960006114,71.90520842573156,-1.6737743635530933e-08,0,1
3,127,current_nominal_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,64.02760836437332,10.343456538932447,71.9871390758903,-68.72616218773616,64.02760836550988,-1.1365557384124259e-09,0,0
3,127,current_cal32_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,69.94372987654634,11.326200976170488,83.81953989912971,-82.56326065300946,69.94372987885563,-2.309292312929756e-09,0,0
3,127,current_cal128_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,69.8315283596162,11.307562850434584,87.05010538707724,-83.53703556881104,69.83152836183278,-2.216580696767778e-09,0,0
3,127,current_cal128_q2,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,71.79574217936332,11.633844215841082,97.31628794954617,-92.32937426074285,71.7957421856016,-6.238281002879376e-09,0,1
3,127,sublsb3_nominal_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,64.07736062878428,10.351721034681775,71.97726381020473,-68.74430784543273,64.07736062983675,-1.0524701110625756e-09,0,0
3,127,sublsb3_cal128_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,71.9257555501092,11.655441121280598,97.89189007228259,-97.5516200952981,71.92575556221587,-1.2106667668376758e-08,0,1
3,127,fractional_cancel_cal128_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029084530,72.0621106846756,11.678091475859734,98.67232702027539,-96.06014248769439,72.0621106967902,-1.2114597325307841e-08,0,1
3,3641,current_nominal_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,64.11743516301304,10.358377934055323,72.08411473334023,-68.87908514270558,64.11743516169123,1.3218084404797992e-09,0,0
3,3641,current_cal32_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,69.83800521869861,11.30863874064761,82.95266255470422,-82.7249002195677,69.83800521643234,2.2662760557068395e-09,0,0
3,3641,current_cal128_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,69.83347147611961,11.307885627262394,86.72425128895759,-84.02384211297424,69.83347145888223,1.723738307646272e-08,0,0
3,3641,current_cal128_q2,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,71.81959056844953,11.637805742267364,97.29173789508297,-93.6114359372854,71.81959055726622,1.1183303172401793e-08,0,1
3,3641,sublsb3_nominal_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,64.08541155282035,10.353058397478463,72.01823923162902,-68.90790839050841,64.08541154986415,2.9561988412751816e-09,0,0
3,3641,sublsb3_cal128_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,71.9119901127985,11.653154503787126,98.66766985525963,-95.5015721344231,71.91199009736242,1.543608618703729e-08,0,1
3,3641,fractional_cancel_cal128_12b,7E54E7F0B192D9E063747B2FB8CDCE763CA3D1BB6FEA59DBFFFA97807F96FE56,2029425388,72.0571924026992,11.677274485498206,98.79947380478848,-96.47832412685958,72.05719239625239,6.44681108497025e-09,0,1
4,127,current_nominal_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,68.79847939787463,11.135960032869539,77.51750247891094,-73.87742402291879,68.79847939757296,3.0166802389430813e-10,0,0
4,127,current_cal32_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,69.02175903705127,11.173049673928782,79.82817706054648,-78.16370800268086,69.02175903225009,4.8011798980951426e-09,0,0
4,127,current_cal128_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,68.91702314460821,11.155651685150865,82.95822197467197,-78.40062856873084,68.91702315302263,-8.414417607127689e-09,0,0
4,127,current_cal128_q2,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,71.46491312235685,11.578889222982864,90.31504258363077,-87.96725943973541,71.46491311693248,5.424368509920896e-09,0,1
4,127,sublsb3_nominal_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,68.84887538274596,11.1443314589279,77.51782787603472,-73.79257048859694,68.84887538372985,-9.838885262070107e-10,0,0
4,127,sublsb3_cal128_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,71.74807873341686,11.625926699903133,91.50195809517184,-88.32450085632414,71.74807871722498,1.6191876284210593e-08,0,1
4,127,fractional_cancel_cal128_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030084533,71.75891478312232,11.627726708159853,89.82172987469912,-87.31692471050226,71.75891478005647,3.0658497962576803e-09,0,1
4,3641,current_nominal_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,68.80580194018849,11.137176402024666,77.79309829376493,-73.81897305728391,68.80580193716241,3.02607361390983e-09,0,0
4,3641,current_cal32_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,68.92362409752897,11.156748188958302,79.37181552425132,-77.86568370816956,68.92362408713743,1.0391545401944313e-08,0,0
4,3641,current_cal128_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,68.87854245718232,11.149259544382446,82.30876856612058,-78.10100536939787,68.87854245787358,-6.912586059115711e-10,0,0
4,3641,current_cal128_q2,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,71.53832936624347,11.591084612332804,91.56193297115556,-87.91708112687608,71.5383293676946,-1.4511272183881374e-09,0,1
4,3641,sublsb3_nominal_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,68.9201858164631,11.156177045924103,77.87372697994154,-74.10800302138045,68.92018581510615,1.3569518841904937e-09,0,0
4,3641,sublsb3_cal128_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,71.79125073835688,11.633098129295163,90.82657599509582,-87.6395763655747,71.79125072289403,1.5462845226466015e-08,0,1
4,3641,fractional_cancel_cal128_12b,415211BFB4525D767ABC8EAC5F40BCB72D6E101FF7E9AB33193854C82C3DE2D4,2030425391,71.72376714230023,11.621888229617978,91.88308469859189,-88.09595723313613,71.72376714408995,-1.7897150428325403e-09,0,1
5,127,current_nominal_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,61.27478454958429,9.88617683547912,67.93134276367826,-63.766263104834316,61.27478455027331,-6.890203962939268e-10,0,0
5,127,current_cal32_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,69.95495621232497,11.328065816000827,83.09162690054166,-81.10189853310352,69.95495621385598,-1.5310064327422879e-09,0,0
5,127,current_cal128_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,69.99466167605519,11.334661407982589,81.24587961135441,-79.39673796542587,69.99466168472848,-8.673296747474524e-09,0,0
5,127,current_cal128_q2,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,71.57161680931858,11.596614087926675,93.29333828995539,-90.53469971497742,71.57161681590881,-6.5902270307560684e-09,0,1
5,127,sublsb3_nominal_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,61.31591062785887,9.893008409943334,67.90121279910835,-63.80066363894884,61.31591062664683,1.2120366932322213e-09,0,0
5,127,sublsb3_cal128_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,71.64653574882325,11.609059094488913,97.2532604815747,-95.2996178520576,71.64653574336289,5.460364604914503e-09,0,1
5,127,fractional_cancel_cal128_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031084536,72.0435828699665,11.675013765775166,94.75220180415889,-93.63543193027428,72.0435828815526,-1.1586095638449478e-08,0,1
5,3641,current_nominal_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,61.358604645386066,9.900100439432903,68.03471956439574,-63.888854865617105,61.35860464475804,6.280274078562798e-10,0,0
5,3641,current_cal32_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,69.97965444009985,11.332168511644493,83.63885047669066,-81.42565590857636,69.97965444154599,-1.4461392083831015e-09,0,0
5,3641,current_cal128_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,70.0162326711991,11.338244629767294,81.71212169543637,-79.83831981175899,70.01623266671086,4.488242666411679e-09,0,0
5,3641,current_cal128_q2,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,71.62121401545149,11.604852826486958,93.39890533501865,-89.55995205779914,71.62121401963158,-4.180094492767239e-09,0,1
5,3641,sublsb3_nominal_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,61.30953767417357,9.891949779763053,67.84524254318038,-63.807389316285715,61.30953767542792,-1.2543495131467353e-09,0,0
5,3641,sublsb3_cal128_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,71.73642220240251,11.623990399070184,97.5042392648075,-94.53031329268454,71.73642221675811,-1.4355606481331051e-08,0,1
5,3641,fractional_cancel_cal128_12b,8103DF41B67B03F0FAC5BDD8D3BD04D0ECF521223D9A0F811A8CEAFB0A3FBBDC,2031425394,71.95686824806603,11.660609343532563,98.14305771709593,-94.33184943204252,71.95686822965206,1.841397079260787e-08,0,1
6,127,current_nominal_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,62.810316827899086,10.141248642508154,69.56764365394054,-66.58424553298225,62.8103168287447,-8.456169098280952e-10,0,0
6,127,current_cal32_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,69.24565563481903,11.210241799803825,85.13894736266062,-82.48293657973639,69.24565563882493,-4.005897835668293e-09,0,0
6,127,current_cal128_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,69.67969010760926,11.282340549436753,87.32635289406687,-85.7766907775466,69.67969010219014,5.4191247045309865e-09,0,0
6,127,current_cal128_q2,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,71.7343578955003,11.623647490946892,98.55876884838786,-95.32741642927226,71.73435789917235,-3.6720564366987674e-09,0,1
6,127,sublsb3_nominal_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,62.858767383195925,10.14929690750763,69.71562049117753,-66.62751443512339,62.858767382962455,2.334701321160537e-10,0,0
6,127,sublsb3_cal128_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,71.92027552329981,11.654530817823888,98.52269908763279,-94.26351501428151,71.9202755322887,-8.98889140898973e-09,0,1
6,127,fractional_cancel_cal128_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032084539,72.01849014377912,11.67084553883374,98.44931496528781,-92.92043489791224,72.01849014909699,-5.317872364685172e-09,0,1
6,3641,current_nominal_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,62.81904055728057,10.14269776699013,69.65445498035551,-66.68508531193137,62.81904055696654,3.140314674965339e-10,0,0
6,3641,current_cal32_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,69.2175292728158,11.205569646647142,85.5831031722843,-82.31291592157976,69.21752927391891,-1.1031175972675555e-09,0,0
6,3641,current_cal128_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,69.66691275629427,11.280218065829612,86.65194239576303,-86.67083967551531,69.6669127601881,-3.89383103538421e-09,0,0
6,3641,current_cal128_q2,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,71.77051799185709,11.629654151471277,97.56897501409864,-94.48187674559021,71.77051800281752,-1.096043433790328e-08,0,1
6,3641,sublsb3_nominal_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,62.86471486928959,10.150284862008238,69.80363734434097,-66.69804124712516,62.86471486843869,8.509033477821504e-10,0,0
6,3641,sublsb3_cal128_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,71.95049151037713,11.659550084780255,97.27012071979024,-93.68447511977918,71.9504914847522,2.5624927957323962e-08,0,1
6,3641,fractional_cancel_cal128_12b,0D002420594F06408A1F4F298E441D878D3CBDD6B9B76B6CAD064D5799036B15,2032425397,72.01033338288599,11.669490595163785,97.04644977063461,-91.73733504282274,72.01033336787938,1.5006605735834455e-08,0,1
7,127,current_nominal_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,58.571362987580656,9.43710348630908,64.96870531806043,-61.036029937969275,58.571362987569806,1.084998757505673e-11,0,0
7,127,current_cal32_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,68.8495100561234,11.144436886399237,80.92108056706903,-78.79321764504569,68.84951005384941,2.2739925498171942e-09,0,0
7,127,current_cal128_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,69.57200121583702,11.264452029208806,83.26046396164799,-80.50091504162417,69.57200122214748,-6.3104579339778866e-09,0,0
7,127,current_cal128_q2,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,71.40727890164386,11.569315432166755,92.67163547065115,-89.2841502241565,71.40727890687496,-5.231100885794149e-09,0,1
7,127,sublsb3_nominal_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,58.5280096105997,9.429901928671049,64.91461020742736,-61.00060189873163,58.52800961004909,5.506137767952168e-10,0,0
7,127,sublsb3_cal128_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,71.69321503752175,11.616813129156437,93.7208845588764,-92.57311792106853,71.69321504662764,-9.105889375859988e-09,0,1
7,127,fractional_cancel_cal128_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033084542,71.75089522516296,11.626394555674912,94.29164962679053,-95.15602403108238,71.75089522949212,-4.329152147874993e-09,0,1
7,3641,current_nominal_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033425400,58.5594598569585,9.43512622208613,64.92548286993807,-61.0164724518158,58.559459857965415,-1.0069172162729956e-09,0,0
7,3641,current_cal32_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033425400,68.82819993132435,11.140896998558862,80.70587389264516,-78.69363960503885,68.82819992029223,1.1032113889086759e-08,0,0
7,3641,current_cal128_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033425400,69.51293413801113,11.254640222260985,83.89329246117951,-79.963374362778,69.5129341232335,1.4777626233808405e-08,0,0
7,3641,current_cal128_q2,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033425400,71.34244544702092,11.55854575531909,90.9937198125669,-90.34281580943261,71.34244545293437,-5.913449285799288e-09,0,1
7,3641,sublsb3_nominal_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033425400,58.57209989341804,9.437225895916619,64.94698752187286,-61.04957204849334,58.57209989376344,-3.454019292803423e-10,0,0
7,3641,sublsb3_cal128_12b,8268575CC29019A9CCF322CDB847A36B1FFBFF9C2A5E52AB4773FE9AAFF81FD3,2033425400,71.65571158519064,11.61058331979911,92.72617768508702,-91.68712357849705,71.65571158356474,1.6259065205304069e-09,0,1
