pair_count,mc_trials,target,offset,noise_sigma,mean,bias,std,ci95_low,ci95_high,ci_familywise95_low,ci_familywise95_high
1,4000,65.25,0.3,0.75,65.23175,-0.01824999999999477,0.5643549961153973,65.21426045747313,65.24923954252688,65.20821050347658,65.25528949652343
2,4000,65.25,0.3,0.75,65.247375,-0.0026249999999947704,0.39654907914158866,65.23508581671753,65.25966418328248,65.23083476250044,65.26391523749957
4,4000,65.25,0.3,0.75,65.25509375,0.005093750000000341,0.28461557224953316,65.24627342203456,65.26391407796544,65.2432223085853,65.2669651914147
8,4000,65.25,0.3,0.75,65.245203125,-0.004796874999996703,0.199637466003234,65.23901629583104,65.25138995416897,65.23687615798585,65.25353009201416
16,4000,65.25,0.3,0.75,65.2450234375,-0.0049765625000048885,0.14467686203626606,65.24053985509414,65.24950701990585,65.23898890158844,65.25105797341155
32,4000,65.25,0.3,0.75,65.250890625,0.0008906249999967031,0.10071477690236671,65.24776944172733,65.25401180827267,65.24668976710547,65.25509148289453
